setting,dataset,model_count,method,wtp,quality,mean_cost
mbpp_5,mbpp,5,MLP (official),100000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),1000000.0,0.6428571428571429,0.005779007142857143
mbpp_5,mbpp,5,MLP (official),1000000000.0,0.6428571428571429,0.005779007142857143
mbpp_11,mbpp,11,KNN (official),1e-10,0.3399014778325123,4.88704433497537e-05
mbpp_11,mbpp,11,KNN (official),1e-09,0.3399014778325123,4.88704433497537e-05
mbpp_11,mbpp,11,KNN (official),1e-08,0.3399014778325123,4.88704433497537e-05
mbpp_11,mbpp,11,KNN (official),1e-07,0.3399014778325123,4.88704433497537e-05
mbpp_11,mbpp,11,KNN (official),1e-06,0.541871921182266,0.0001755738916256158
mbpp_11,mbpp,11,KNN (official),1e-05,0.6551724137931034,0.00033625615763546794
mbpp_11,mbpp,11,KNN (official),0.0001,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),0.001,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),0.005,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),0.01,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),0.1,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),0.5,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),1.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),1.5,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),2.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),10.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),50.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),100.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),500.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),1000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),2000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),3000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),4000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),5000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),7500.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),10000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),25000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),50000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),75000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),100000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),1000000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,KNN (official),1000000000.0,0.687192118226601,0.009432536945812808
mbpp_11,mbpp,11,MLP (official),1e-10,0.3399014778325123,4.88704433497537e-05
mbpp_11,mbpp,11,MLP (official),1e-09,0.3399014778325123,4.88704433497537e-05
mbpp_11,mbpp,11,MLP (official),1e-08,0.3399014778325123,4.88704433497537e-05
mbpp_11,mbpp,11,MLP (official),1e-07,0.3399014778325123,5.117610837438425e-05
mbpp_11,mbpp,11,MLP (official),1e-06,0.4852216748768473,0.00017633790147783253
mbpp_11,mbpp,11,MLP (official),1e-05,0.5541871921182266,0.00038567135960591143
mbpp_11,mbpp,11,MLP (official),0.0001,0.6231527093596059,0.004090254118226601
mbpp_11,mbpp,11,MLP (official),0.001,0.6305418719211823,0.004654860275862069
mbpp_11,mbpp,11,MLP (official),0.005,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),0.01,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),0.1,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),0.5,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),1.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),1.5,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),2.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),10.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),50.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),100.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),500.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),1000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),2000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),3000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),4000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),5000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),7500.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),10000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),25000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),50000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),75000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),100000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),1000000.0,0.6354679802955665,0.004770566866995074
mbpp_11,mbpp,11,MLP (official),1000000000.0,0.6354679802955665,0.004770566866995074
mmlu_3,mmlu,3,KNN (official),1e-10,0.6355322338830585,8.479848575712144e-05
mmlu_3,mmlu,3,KNN (official),1e-09,0.6355322338830585,8.479848575712144e-05
mmlu_3,mmlu,3,KNN (official),1e-08,0.6355322338830585,8.479848575712144e-05
mmlu_3,mmlu,3,KNN (official),1e-07,0.6355322338830585,8.479848575712144e-05
mmlu_3,mmlu,3,KNN (official),1e-06,0.6353823088455772,8.544217391304348e-05
mmlu_3,mmlu,3,KNN (official),1e-05,0.639055472263868,0.00012388379310344826
mmlu_3,mmlu,3,KNN (official),0.0001,0.8043478260869565,0.0013522281859070463
mmlu_3,mmlu,3,KNN (official),0.001,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),0.005,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),0.01,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),0.1,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),0.5,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),1.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),1.5,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),2.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),10.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),50.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),100.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),500.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),1000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),2000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),3000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),4000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),5000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),7500.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),10000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),25000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),50000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),75000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),100000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),1000000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,KNN (official),1000000000.0,0.8095202398800599,0.001402138275862069
mmlu_3,mmlu,3,MLP (official),1e-10,0.6355322338830585,8.479848575712144e-05
mmlu_3,mmlu,3,MLP (official),1e-09,0.6355322338830585,8.479848575712144e-05
mmlu_3,mmlu,3,MLP (official),1e-08,0.6355322338830585,8.479848575712144e-05
mmlu_3,mmlu,3,MLP (official),1e-07,0.6355322338830585,8.479848575712144e-05
mmlu_3,mmlu,3,MLP (official),1e-06,0.6425787106446776,0.0001038559820089955
mmlu_3,mmlu,3,MLP (official),1e-05,0.6750374812593704,0.00030104001499250374
mmlu_3,mmlu,3,MLP (official),0.0001,0.7417541229385307,0.0007599702548725637
mmlu_3,mmlu,3,MLP (official),0.001,0.7481259370314842,0.0008292082608695651
mmlu_3,mmlu,3,MLP (official),0.005,0.7489505247376311,0.0008350291004497751
mmlu_3,mmlu,3,MLP (official),0.01,0.7493253373313343,0.0008359869115442278
mmlu_3,mmlu,3,MLP (official),0.1,0.7495502248875562,0.0008370009895052473
mmlu_3,mmlu,3,MLP (official),0.5,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),1.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),1.5,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),2.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),10.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),50.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),100.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),500.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),1000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),2000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),3000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),4000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),5000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),7500.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),10000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),25000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),50000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),75000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),100000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),1000000.0,0.7495502248875562,0.0008371350974512743
mmlu_3,mmlu,3,MLP (official),1000000000.0,0.7495502248875562,0.0008371350974512743
mmlu_5,mmlu,5,KNN (official),1e-10,0.4461769115442279,4.2401919040479755e-05
mmlu_5,mmlu,5,KNN (official),1e-09,0.4461769115442279,4.2401919040479755e-05
mmlu_5,mmlu,5,KNN (official),1e-08,0.4461769115442279,4.2401919040479755e-05
mmlu_5,mmlu,5,KNN (official),1e-07,0.4461769115442279,4.2401919040479755e-05
mmlu_5,mmlu,5,KNN (official),1e-06,0.6272863568215892,8.197740629685157e-05
mmlu_5,mmlu,5,KNN (official),1e-05,0.6383058470764618,0.00012375409295352322
mmlu_5,mmlu,5,KNN (official),0.0001,0.8043478260869565,0.001352174887556222
mmlu_5,mmlu,5,KNN (official),0.001,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),0.005,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),0.01,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),0.1,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),0.5,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),1.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),1.5,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),2.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),10.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),50.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),100.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),500.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),1000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),2000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),3000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),4000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),5000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),7500.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),10000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),25000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),50000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),75000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),100000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),1000000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,KNN (official),1000000000.0,0.8095202398800599,0.0014020187856071966
mmlu_5,mmlu,5,MLP (official),1e-10,0.4461769115442279,4.2401919040479755e-05
mmlu_5,mmlu,5,MLP (official),1e-09,0.4461769115442279,4.2401919040479755e-05
mmlu_5,mmlu,5,MLP (official),1e-08,0.4461769115442279,4.2401919040479755e-05
mmlu_5,mmlu,5,MLP (official),1e-07,0.47608695652173916,4.777243628185907e-05
mmlu_5,mmlu,5,MLP (official),1e-06,0.5929535232383808,8.60555172413793e-05
mmlu_5,mmlu,5,MLP (official),1e-05,0.6431034482758621,0.00029671044977511244
mmlu_5,mmlu,5,MLP (official),0.0001,0.7118440779610195,0.0007709337781109445
mmlu_5,mmlu,5,MLP (official),0.001,0.7185157421289355,0.0008412118665667167
mmlu_5,mmlu,5,MLP (official),0.005,0.7192653673163418,0.0008471785382308846
mmlu_5,mmlu,5,MLP (official),0.01,0.7194152923538231,0.0008484532983508245
mmlu_5,mmlu,5,MLP (official),0.1,0.719640179910045,0.0008492111544227887
mmlu_5,mmlu,5,MLP (official),0.5,0.719640179910045,0.0008492661619190405
mmlu_5,mmlu,5,MLP (official),1.0,0.719640179910045,0.0008492661619190405
mmlu_5,mmlu,5,MLP (official),1.5,0.719640179910045,0.0008492661619190405
mmlu_5,mmlu,5,MLP (official),2.0,0.719640179910045,0.0008492661619190405
mmlu_5,mmlu,5,MLP (official),10.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),50.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),100.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),500.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),1000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),2000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),3000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),4000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),5000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),7500.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),10000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),25000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),50000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),75000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),100000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),1000000.0,0.7197151424287856,0.0008492865517241379
mmlu_5,mmlu,5,MLP (official),1000000000.0,0.7197151424287856,0.0008492865517241379
mmlu_11,mmlu,11,KNN (official),1e-10,0.25412293853073464,2.8270029985007497e-05
mmlu_11,mmlu,11,KNN (official),1e-09,0.25412293853073464,2.8270029985007497e-05
mmlu_11,mmlu,11,KNN (official),1e-08,0.25412293853073464,2.8270029985007497e-05
mmlu_11,mmlu,11,KNN (official),1e-07,0.38845577211394305,3.621256371814093e-05
mmlu_11,mmlu,11,KNN (official),1e-06,0.6513493253373314,9.349182908545727e-05
mmlu_11,mmlu,11,KNN (official),1e-05,0.654872563718141,0.00011719025487256374
mmlu_11,mmlu,11,KNN (official),0.0001,0.8006746626686657,0.0013193204047976012
mmlu_11,mmlu,11,KNN (official),0.001,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),0.005,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),0.01,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),0.1,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),0.5,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),1.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),1.5,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),2.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),10.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),50.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),100.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),500.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),1000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),2000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),3000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),4000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),5000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),7500.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),10000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),25000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),50000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),75000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),100000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),1000000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,KNN (official),1000000000.0,0.8080209895052474,0.001387007256371814
mmlu_11,mmlu,11,MLP (official),1e-10,0.25412293853073464,2.8270029985007497e-05
mmlu_11,mmlu,11,MLP (official),1e-09,0.25412293853073464,2.8270029985007497e-05
mmlu_11,mmlu,11,MLP (official),1e-08,0.25412293853073464,2.8270029985007497e-05
mmlu_11,mmlu,11,MLP (official),1e-07,0.38095952023988006,3.764373313343329e-05
mmlu_11,mmlu,11,MLP (official),1e-06,0.591904047976012,8.766828335832084e-05
mmlu_11,mmlu,11,MLP (official),1e-05,0.6278860569715142,0.0001895279235382309
mmlu_11,mmlu,11,MLP (official),0.0001,0.6843328335832084,0.0006407228035982008
mmlu_11,mmlu,11,MLP (official),0.001,0.6928035982008995,0.00071872416041979
mmlu_11,mmlu,11,MLP (official),0.005,0.6938530734632684,0.0007241238530734632
mmlu_11,mmlu,11,MLP (official),0.01,0.693928035982009,0.0007256806296851575
mmlu_11,mmlu,11,MLP (official),0.1,0.6941529235382309,0.0007266297301349325
mmlu_11,mmlu,11,MLP (official),0.5,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),1.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),1.5,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),2.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),10.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),50.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),100.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),500.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),1000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),2000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),3000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),4000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),5000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),7500.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),10000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),25000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),50000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),75000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),100000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),1000000.0,0.6941529235382309,0.0007266847376311844
mmlu_11,mmlu,11,MLP (official),1000000000.0,0.6941529235382309,0.0007266847376311844
